Entidad_federativa,Municipio,Anio,Superficie_ha,Entidad,Fecha
Veracruz,Altotonga,2018,155.35,Veracruz,2018-01-01
Veracruz,Las Choapas,2018,13237,Veracruz,2018-01-01
Veracruz,Las Choapas,2019,10768,Veracruz,2019-01-01
Veracruz,Las Choapas,2020,11156.6,Veracruz,2020-01-01
Veracruz,Las Choapas,2021,11156.6,Veracruz,2021-01-01
Veracruz,Las Choapas,2022,8894.7999999999993,Veracruz,2022-01-01
Veracruz,Huayacocotla,2018,4963.62,Veracruz,2018-01-01
Veracruz,Huayacocotla,2019,4463.99,Veracruz,2019-01-01
Veracruz,Huayacocotla,2020,8369.18,Veracruz,2020-01-01
Veracruz,Huayacocotla,2021,6316.7,Veracruz,2021-01-01
Veracruz,Huayacocotla,2022,6938.79,Veracruz,2022-01-01
Veracruz,Jalacingo,2018,993.29,Veracruz,2018-01-01
Veracruz,Jalacingo,2019,555,Veracruz,2019-01-01
Veracruz,Jalacingo,2020,555,Veracruz,2020-01-01
Veracruz,Perote,2018,3197.99,Veracruz,2018-01-01
Veracruz,Perote,2019,1422.85,Veracruz,2019-01-01
Veracruz,Perote,2020,837.26,Veracruz,2020-01-01
Veracruz,Zacualpan,2018,1084.73,Veracruz,2018-01-01
Veracruz,Zacualpan,2019,874.6,Veracruz,2019-01-01
Veracruz,Zacualpan,2022,1410.25,Veracruz,2022-01-01
Yucatán,Tekax,2022,987.87,Yucatán,2022-01-01
Yucatán,Tzucacab,2018,1116.74,Yucatán,2018-01-01
Yucatán,Tzucacab,2019,1116.74,Yucatán,2019-01-01
Yucatán,Tzucacab,2020,558.74,Yucatán,2020-01-01
